k_s,sensitivity,cantera equation,cantera products,cantera reactants
598,-6.690514978328227e-15,CFO2(178) + CO2(13) + HF(38) <=> CF2O(48) + CHO3(238),"{'CF2O(48)': 1.0, 'CHO3(238)': 1.0}","{'CFO2(178)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
2015,6.371414811768798e-15,CFO(50) + [O][C]1OO1(659) <=> CO(12) + FO[C]1OO1(660),"{'CO(12)': 1.0, 'FO[C]1OO1(660)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
1611,-6.313482125269196e-15,2 CH2O2(153) <=> CHO2(154) + [O]CO(428),"{'CHO2(154)': 1.0, '[O]CO(428)': 1.0}",{'CH2O2(153)': 2.0}
1109,-6.259003874953519e-15,[CH]1OO1(152) <=> CHO2(157),{'CHO2(157)': 1.0},{'[CH]1OO1(152)': 1.0}
177,-5.779136602330605e-15,CFO(50) + O2(149) <=> [O]C1(F)OO1(655),{'[O]C1(F)OO1(655)': 1.0},"{'CFO(50)': 1.0, 'O2(149)': 1.0}"
1083,-5.530286414738814e-15,CFOOH(127) + O2(149) <=> CO2(13) + OOF(259),"{'CO2(13)': 1.0, 'OOF(259)': 1.0}","{'CFOOH(127)': 1.0, 'O2(149)': 1.0}"
1576,-5.434742979545256e-15,O(4) + O[C]1OO1(661) <=> CO3(202) + OH(5),"{'CO3(202)': 1.0, 'OH(5)': 1.0}","{'O(4)': 1.0, 'O[C]1OO1(661)': 1.0}"
1308,-5.0256589827593746e-15,CH2O(19) + O(4) <=> CH2O(19) + O-2(150),"{'CH2O(19)': 1.0, 'O-2(150)': 1.0}","{'CH2O(19)': 1.0, 'O(4)': 1.0}"
742,-4.841780987300697e-15,O[C](F)F(869) + [O]OF(145) <=> O2(2) + OC(F)(F)F(2205),"{'O2(2)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'O[C](F)F(869)': 1.0, '[O]OF(145)': 1.0}"
903,4.747989096607323e-15,CH2O2(153) + O2(149) <=> CHO2(154) + HO2(10),"{'CHO2(154)': 1.0, 'HO2(10)': 1.0}","{'CH2O2(153)': 1.0, 'O2(149)': 1.0}"
267,-4.687227209653446e-15,CHO2(154) + CO3(202) <=> CHO3(238) + CO2(13),"{'CHO3(238)': 1.0, 'CO2(13)': 1.0}","{'CHO2(154)': 1.0, 'CO3(202)': 1.0}"
1134,-4.595148797575656e-15,CHO3(238) + CO2(13) <=> C2O5(949) + H(3),"{'C2O5(949)': 1.0, 'H(3)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0}"
1208,4.389386149814972e-15,2 CFOOH(127) <=> C2HFO4(219) + HF(38),"{'C2HFO4(219)': 1.0, 'HF(38)': 1.0}",{'CFOOH(127)': 2.0}
1556,-4.296962261371973e-15,CO2(13) + HF(38) + O2(149) <=> CHO4(413) + F(37),"{'CHO4(413)': 1.0, 'F(37)': 1.0}","{'CO2(13)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
841,-4.290250594630716e-15,CFOOH(127) + CH2O3(316) <=> C2H2O5(845) + HF(38),"{'C2H2O5(845)': 1.0, 'HF(38)': 1.0}","{'CFOOH(127)': 1.0, 'CH2O3(316)': 1.0}"
1995,-4.283949281259432e-15,C2HO4(350) <=> CHO2(154) + CO2(13),"{'CHO2(154)': 1.0, 'CO2(13)': 1.0}",{'C2HO4(350)': 1.0}
632,-4.2399855942301574e-15,CF2O(48) + CH2O3(316) <=> CHO3(238) + O[C](F)F(869),"{'CHO3(238)': 1.0, 'O[C](F)F(869)': 1.0}","{'CF2O(48)': 1.0, 'CH2O3(316)': 1.0}"
1633,-4.167959605941737e-15,CFOOH(127) + CH2O3(316) <=> CHO4(412) + O[CH]F(224),"{'CHO4(412)': 1.0, 'O[CH]F(224)': 1.0}","{'CFOOH(127)': 1.0, 'CH2O3(316)': 1.0}"
825,-4.068209511830404e-15,F(37) + O[C]1OO1(661) <=> CO3(202) + HF(38),"{'CO3(202)': 1.0, 'HF(38)': 1.0}","{'F(37)': 1.0, 'O[C]1OO1(661)': 1.0}"
65,-4.0603776941575355e-15,2 CH2O(19) <=> CH2(T)(17) + [O]C[O](151),"{'CH2(T)(17)': 1.0, '[O]C[O](151)': 1.0}",{'CH2O(19)': 2.0}
490,4.004691107310079e-15,CO(12) + [O]OF(145) <=> CFO(50) + O2(2),"{'CFO(50)': 1.0, 'O2(2)': 1.0}","{'CO(12)': 1.0, '[O]OF(145)': 1.0}"
363,-3.739851400472485e-15,CFO2(178) + H2O(7) <=> CHO3(238) + HF(38),"{'CHO3(238)': 1.0, 'HF(38)': 1.0}","{'CFO2(178)': 1.0, 'H2O(7)': 1.0}"
2061,-3.662678094722861e-15,CO3(658) + H(3) <=> CO3(202) + H(3),"{'CO3(202)': 1.0, 'H(3)': 1.0}","{'CO3(658)': 1.0, 'H(3)': 1.0}"
1990,-3.6548042126230045e-15,C2HO4(350) + CHO2(154) <=> C2H2O4(835) + CO2(13),"{'C2H2O4(835)': 1.0, 'CO2(13)': 1.0}","{'C2HO4(350)': 1.0, 'CHO2(154)': 1.0}"
2074,-3.584127546985678e-15,CHO2(157) + [O][C]1OO1(659) <=> CHO3(238) + CO2(156),"{'CHO3(238)': 1.0, 'CO2(156)': 1.0}","{'CHO2(157)': 1.0, '[O][C]1OO1(659)': 1.0}"
1269,-3.5223876220990903e-15,C2O3(203) <=> CO(12) + CO2(13),"{'CO(12)': 1.0, 'CO2(13)': 1.0}",{'C2O3(203)': 1.0}
1570,3.5171632875189007e-15,CH2O4(735) <=> CHO4(413) + H(3),"{'CHO4(413)': 1.0, 'H(3)': 1.0}",{'CH2O4(735)': 1.0}
1959,-3.3614859222840955e-15,C2FO4(323) + CHO2(157) <=> C2HFO4(219) + CO2(13),"{'C2HFO4(219)': 1.0, 'CO2(13)': 1.0}","{'C2FO4(323)': 1.0, 'CHO2(157)': 1.0}"
738,-3.3371140087105457e-15,OC(F)(F)F(2205) <=> F(37) + O[C](F)F(869),"{'F(37)': 1.0, 'O[C](F)F(869)': 1.0}",{'OC(F)(F)F(2205)': 1.0}
254,-3.297329144256998e-15,CHO3(238) + CO2(13) <=> CHO2(154) + CO3(658),"{'CHO2(154)': 1.0, 'CO3(658)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0}"
1383,3.2879493527149203e-15,H2O(7) + O[CH]F(224) <=> HF(38) + O[CH]O(970),"{'HF(38)': 1.0, 'O[CH]O(970)': 1.0}","{'H2O(7)': 1.0, 'O[CH]F(224)': 1.0}"
1676,3.270340355162803e-15,CHO3(238) + CO2(13) <=> C2O5(734) + H(3),"{'C2O5(734)': 1.0, 'H(3)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0}"
1757,3.2455119236115017e-15,O[CH]O(970) <=> CH2OH(33) + O(4),"{'CH2OH(33)': 1.0, 'O(4)': 1.0}",{'O[CH]O(970)': 1.0}
1994,-3.2139278892076122e-15,C2H2O4(835) + CO2(13) <=> C2HO4(350) + CHO2(154),"{'C2HO4(350)': 1.0, 'CHO2(154)': 1.0}","{'C2H2O4(835)': 1.0, 'CO2(13)': 1.0}"
1783,3.1934762553031847e-15,CO3(658) + O(4) <=> CO3(202) + O(4),"{'CO3(202)': 1.0, 'O(4)': 1.0}","{'CO3(658)': 1.0, 'O(4)': 1.0}"
268,-3.0400274381313095e-15,CHO3(238) + CO2(13) <=> CHO2(157) + CO3(202),"{'CHO2(157)': 1.0, 'CO3(202)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0}"
2072,-3.032084735812685e-15,CHO2(157) + [O][C]1OO1(659) <=> C2O5(949) + H(3),"{'C2O5(949)': 1.0, 'H(3)': 1.0}","{'CHO2(157)': 1.0, '[O][C]1OO1(659)': 1.0}"
633,-3.005260076806016e-15,CF2O(48) + HF(38) + O2(149) <=> O[C](F)F(869) + [O]OF(145),"{'O[C](F)F(869)': 1.0, '[O]OF(145)': 1.0}","{'CF2O(48)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
1228,2.9069433747910115e-15,CO3(658) + F(37) <=> CFO(50) + O2(149),"{'CFO(50)': 1.0, 'O2(149)': 1.0}","{'CO3(658)': 1.0, 'F(37)': 1.0}"
1514,-2.870314623535879e-15,C2HO2(402) <=> C2HO2(496),{'C2HO2(496)': 1.0},{'C2HO2(402)': 1.0}
1681,2.8443788312004204e-15,CO2(13) + O[C]1OO1(661) <=> C2O5(734) + H(3),"{'C2O5(734)': 1.0, 'H(3)': 1.0}","{'CO2(13)': 1.0, 'O[C]1OO1(661)': 1.0}"
1323,-2.833076070880382e-15,F(37) + [O][C]1OO1(659) <=> CFO2(178) + O-2(150),"{'CFO2(178)': 1.0, 'O-2(150)': 1.0}","{'F(37)': 1.0, '[O][C]1OO1(659)': 1.0}"
1450,2.761406018993119e-15,CFO3(398) + H2O(7) <=> CHO4(412) + HF(38),"{'CHO4(412)': 1.0, 'HF(38)': 1.0}","{'CFO3(398)': 1.0, 'H2O(7)': 1.0}"
731,2.7237907789794154e-15,H(3) + OC(F)(F)F(2205) <=> HF(38) + O[C](F)F(869),"{'HF(38)': 1.0, 'O[C](F)F(869)': 1.0}","{'H(3)': 1.0, 'OC(F)(F)F(2205)': 1.0}"
547,2.6976007947819e-15,CFO(50) + O2(2) <=> CO3(195) + F(37),"{'CO3(195)': 1.0, 'F(37)': 1.0}","{'CFO(50)': 1.0, 'O2(2)': 1.0}"
1596,-2.4941947561989403e-15,CH2O(19) + CO2(13) + HF(38) <=> CFO(50) + [O]CO(428),"{'CFO(50)': 1.0, '[O]CO(428)': 1.0}","{'CH2O(19)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
1533,-2.4592946304110748e-15,OH(5) + OO[C]1OO1(2198) <=> H2O(7) + [O]O[C]1OO1(684),"{'H2O(7)': 1.0, '[O]O[C]1OO1(684)': 1.0}","{'OH(5)': 1.0, 'OO[C]1OO1(2198)': 1.0}"
1056,-2.4245677040569605e-15,CO2(156) + O2(2) <=> CO3(195) + O(4),"{'CO3(195)': 1.0, 'O(4)': 1.0}","{'CO2(156)': 1.0, 'O2(2)': 1.0}"
1845,-2.324501553285592e-15,CHO3(238) + H(3) <=> OC1OO1(667),{'OC1OO1(667)': 1.0},"{'CHO3(238)': 1.0, 'H(3)': 1.0}"
1502,2.2616215080368565e-15,CHO2(154) + CO2(13) <=> CO3(202) + HCO(14),"{'CO3(202)': 1.0, 'HCO(14)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0}"
2003,-2.2574746780056574e-15,CHO3(238) + CO(12) <=> CO3(202) + HCO(14),"{'CO3(202)': 1.0, 'HCO(14)': 1.0}","{'CHO3(238)': 1.0, 'CO(12)': 1.0}"
1430,-2.1574333785666147e-15,CO2(13) + O[C]1OO1(661) <=> CHO2(157) + CO3(202),"{'CHO2(157)': 1.0, 'CO3(202)': 1.0}","{'CO2(13)': 1.0, 'O[C]1OO1(661)': 1.0}"
1261,2.1389987038331963e-15,C2O3(203) <=> CO(12) + CO2(156),"{'CO(12)': 1.0, 'CO2(156)': 1.0}",{'C2O3(203)': 1.0}
393,-1.9326270714502586e-15,CFO2(178) + CO2(13) <=> CFO(50) + CO3(658),"{'CFO(50)': 1.0, 'CO3(658)': 1.0}","{'CFO2(178)': 1.0, 'CO2(13)': 1.0}"
2010,1.870848856162465e-15,CFO(50) + O2(2) <=> FO[C]1OO1(660),{'FO[C]1OO1(660)': 1.0},"{'CFO(50)': 1.0, 'O2(2)': 1.0}"
1447,-1.8355200265564497e-15,C2HO5(721) <=> C2O5(949) + H(3),"{'C2O5(949)': 1.0, 'H(3)': 1.0}",{'C2HO5(721)': 1.0}
1751,-1.7710721183640236e-15,CH2O2(153) + CH2O3(316) <=> CH2OH(33) + CHO4(412),"{'CH2OH(33)': 1.0, 'CHO4(412)': 1.0}","{'CH2O2(153)': 1.0, 'CH2O3(316)': 1.0}"
190,1.7688808842827183e-15,CH2O(19) + O2(149) <=> C1OO1(148) + O(4),"{'C1OO1(148)': 1.0, 'O(4)': 1.0}","{'CH2O(19)': 1.0, 'O2(149)': 1.0}"
1080,-1.714797252895813e-15,CHO2(157) + OOF(259) <=> CFOOH(127) + HO2(10),"{'CFOOH(127)': 1.0, 'HO2(10)': 1.0}","{'CHO2(157)': 1.0, 'OOF(259)': 1.0}"
386,-1.6644959690997628e-15,CFO(50) + [O][C]1OO1(659) <=> CFO(50) + CO3(202),"{'CFO(50)': 1.0, 'CO3(202)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
1019,1.6537337802455904e-15,CO2(156) + O(4) <=> CO3(195),{'CO3(195)': 1.0},"{'CO2(156)': 1.0, 'O(4)': 1.0}"
1617,-1.6336194220659173e-15,[O]CO(428) <=> O[CH]O(970),{'O[CH]O(970)': 1.0},{'[O]CO(428)': 1.0}
680,-1.607315156555769e-15,CF2O(48) + O2(149) <=> FC1(F)OO1(2337) + O(4),"{'FC1(F)OO1(2337)': 1.0, 'O(4)': 1.0}","{'CF2O(48)': 1.0, 'O2(149)': 1.0}"
1464,1.5015930548194923e-15,CH2O2(153) + O2(149) <=> CHO4(412) + H(3),"{'CHO4(412)': 1.0, 'H(3)': 1.0}","{'CH2O2(153)': 1.0, 'O2(149)': 1.0}"
1071,1.5005092678478324e-15,CO3(202) + O2(2) <=> CO4(180) + O(4),"{'CO4(180)': 1.0, 'O(4)': 1.0}","{'CO3(202)': 1.0, 'O2(2)': 1.0}"
1237,-1.4513656919987713e-15,C2H2O5(1555) + F(37) <=> C2HO5(670) + HF(38),"{'C2HO5(670)': 1.0, 'HF(38)': 1.0}","{'C2H2O5(1555)': 1.0, 'F(37)': 1.0}"
210,1.4275567786296994e-15,H2(6) + O2(149) <=> H2O2(11),{'H2O2(11)': 1.0},"{'H2(6)': 1.0, 'O2(149)': 1.0}"
1585,-1.3207841190103945e-15,CO2(156) + HO2(10) <=> CHO2(157) + O2(149),"{'CHO2(157)': 1.0, 'O2(149)': 1.0}","{'CO2(156)': 1.0, 'HO2(10)': 1.0}"
1578,-1.3099793858157697e-15,OH(5) + [O][C]1OO1(659) <=> CO3(202) + OH(5),"{'CO3(202)': 1.0, 'OH(5)': 1.0}","{'OH(5)': 1.0, '[O][C]1OO1(659)': 1.0}"
1320,1.2894015599487977e-15,HCO(14) + OH(5) <=> CH2O(19) + O-2(150),"{'CH2O(19)': 1.0, 'O-2(150)': 1.0}","{'HCO(14)': 1.0, 'OH(5)': 1.0}"
1408,-1.2526707578406058e-15,C2O5(949) + HO2(10) <=> C2HO5(672) + O2(2),"{'C2HO5(672)': 1.0, 'O2(2)': 1.0}","{'C2O5(949)': 1.0, 'HO2(10)': 1.0}"
1776,-1.243029511914237e-15,C2HO4(676) <=> CO3(658) + HCO(14),"{'CO3(658)': 1.0, 'HCO(14)': 1.0}",{'C2HO4(676)': 1.0}
1248,-1.1402585052977486e-15,C2O3(208) <=> CO(12) + CO2(13),"{'CO(12)': 1.0, 'CO2(13)': 1.0}",{'C2O3(208)': 1.0}
397,-1.1320688244965672e-15,C2FO4(990) <=> CFO(50) + CO3(202),"{'CFO(50)': 1.0, 'CO3(202)': 1.0}",{'C2FO4(990)': 1.0}
962,1.1034211335326813e-15,CO2(156) + H(3) <=> CHO2(157),{'CHO2(157)': 1.0},"{'CO2(156)': 1.0, 'H(3)': 1.0}"
1005,1.1032029048068655e-15,C2O4(206) + F(37) <=> CFO2(178) + CO2(156),"{'CFO2(178)': 1.0, 'CO2(156)': 1.0}","{'C2O4(206)': 1.0, 'F(37)': 1.0}"
1560,1.079549577349429e-15,CHO3(662) + O(4) <=> CHO4(413),{'CHO4(413)': 1.0},"{'CHO3(662)': 1.0, 'O(4)': 1.0}"
1232,-1.079338943962165e-15,CO2(156) + O2(2) <=> CO2(13) + O2(149),"{'CO2(13)': 1.0, 'O2(149)': 1.0}","{'CO2(156)': 1.0, 'O2(2)': 1.0}"
1281,-1.0457659257551564e-15,CO2(13) + HCO(14) <=> C2HO3(332),{'C2HO3(332)': 1.0},"{'CO2(13)': 1.0, 'HCO(14)': 1.0}"
1398,-1.0200030903935669e-15,CO2(13) + O[C]1OO1(661) <=> CHO2(157) + CO3(658),"{'CHO2(157)': 1.0, 'CO3(658)': 1.0}","{'CO2(13)': 1.0, 'O[C]1OO1(661)': 1.0}"
1517,-1.003379968672655e-15,CHO3(662) + OH(5) <=> CH2O4(735),{'CH2O4(735)': 1.0},"{'CHO3(662)': 1.0, 'OH(5)': 1.0}"
1284,-9.698456369480087e-16,C2H2FO4(1840) + H(3) <=> C2H2O4(1836) + HF(38),"{'C2H2O4(1836)': 1.0, 'HF(38)': 1.0}","{'C2H2FO4(1840)': 1.0, 'H(3)': 1.0}"
846,-9.550471253101727e-16,CO3(658) + OH(5) <=> CO3(195) + OH(5),"{'CO3(195)': 1.0, 'OH(5)': 1.0}","{'CO3(658)': 1.0, 'OH(5)': 1.0}"
1989,-9.07424904627403e-16,C2HO4(350) + CHO2(157) <=> C2H2O4(835) + CO2(13),"{'C2H2O4(835)': 1.0, 'CO2(13)': 1.0}","{'C2HO4(350)': 1.0, 'CHO2(157)': 1.0}"
1672,-8.839954079072949e-16,C2HO5(721) <=> C2O5(975) + H(3),"{'C2O5(975)': 1.0, 'H(3)': 1.0}",{'C2HO5(721)': 1.0}
1227,-8.381575424480169e-16,CFO(50) + O2(149) <=> CO3(195) + F(37),"{'CO3(195)': 1.0, 'F(37)': 1.0}","{'CFO(50)': 1.0, 'O2(149)': 1.0}"
1825,-8.29905437751454e-16,OC1OO1(667) + OH(5) <=> H2O(7) + O[C]1OO1(661),"{'H2O(7)': 1.0, 'O[C]1OO1(661)': 1.0}","{'OC1OO1(667)': 1.0, 'OH(5)': 1.0}"
1123,-8.218231438061213e-16,CO(12) + [O]OF(145) <=> CFO2(178) + O(4),"{'CFO2(178)': 1.0, 'O(4)': 1.0}","{'CO(12)': 1.0, '[O]OF(145)': 1.0}"
853,-7.962565040234171e-16,CH2O2(153) + OH(5) <=> CHO3(238) + H2(6),"{'CHO3(238)': 1.0, 'H2(6)': 1.0}","{'CH2O2(153)': 1.0, 'OH(5)': 1.0}"
1485,7.915945649837544e-16,CHO2(157) + O2(149) <=> CHO4(412),{'CHO4(412)': 1.0},"{'CHO2(157)': 1.0, 'O2(149)': 1.0}"
405,7.858738415125093e-16,CHO2(154) + CO2(13) + HF(38) <=> CHFO(46) + CHO3(238),"{'CHFO(46)': 1.0, 'CHO3(238)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
965,-7.793816108049855e-16,CO2(156) + O2(149) <=> CO2(13) + O2(149),"{'CO2(13)': 1.0, 'O2(149)': 1.0}","{'CO2(156)': 1.0, 'O2(149)': 1.0}"
748,-7.755614241909731e-16,CHFO3(641) + OH(5) <=> CFO3(398) + H2O(7),"{'CFO3(398)': 1.0, 'H2O(7)': 1.0}","{'CHFO3(641)': 1.0, 'OH(5)': 1.0}"
1762,7.746074177548615e-16,CH2OH(33) + CO2(13) <=> CO(12) + O[CH]O(970),"{'CO(12)': 1.0, 'O[CH]O(970)': 1.0}","{'CH2OH(33)': 1.0, 'CO2(13)': 1.0}"
1094,-7.735832720231925e-16,C2H2O4(1836) + [O]OF(145) <=> C2HO4(1601) + OOF(259),"{'C2HO4(1601)': 1.0, 'OOF(259)': 1.0}","{'C2H2O4(1836)': 1.0, '[O]OF(145)': 1.0}"
1487,7.709326771501937e-16,CHO2(157) + O2(149) <=> CO4(180) + H(3),"{'CO4(180)': 1.0, 'H(3)': 1.0}","{'CHO2(157)': 1.0, 'O2(149)': 1.0}"
1157,-7.598487104916421e-16,C2HO5(670) + H(3) <=> C2H2O5(845),{'C2H2O5(845)': 1.0},"{'C2HO5(670)': 1.0, 'H(3)': 1.0}"
645,-7.367033920091899e-16,CO(12) + OF(231) <=> CFOOH(127),{'CFOOH(127)': 1.0},"{'CO(12)': 1.0, 'OF(231)': 1.0}"
1242,-7.302756623725999e-16,C2O3(208) <=> CO(12) + CO2(156),"{'CO(12)': 1.0, 'CO2(156)': 1.0}",{'C2O3(208)': 1.0}
1616,-7.002440578563479e-16,CFOOH(127) + CH2O2(153) <=> CFO2(178) + [O]CO(428),"{'CFO2(178)': 1.0, '[O]CO(428)': 1.0}","{'CFOOH(127)': 1.0, 'CH2O2(153)': 1.0}"
967,6.95981496223397e-16,CHO2(157) + CO2(156) <=> CHO2(157) + CO2(13),"{'CHO2(157)': 1.0, 'CO2(13)': 1.0}","{'CHO2(157)': 1.0, 'CO2(156)': 1.0}"
1680,-6.934502449751999e-16,C2O5(734) <=> C2O5(949),{'C2O5(949)': 1.0},{'C2O5(734)': 1.0}
1694,-6.71211234791498e-16,CO2(13) + CO3(202) <=> C2O5(949),{'C2O5(949)': 1.0},"{'CO2(13)': 1.0, 'CO3(202)': 1.0}"
895,-6.699195173938785e-16,CF2O(48) + CHO3(238) <=> C2FO4(323) + HF(38),"{'C2FO4(323)': 1.0, 'HF(38)': 1.0}","{'CF2O(48)': 1.0, 'CHO3(238)': 1.0}"
1285,-6.652760154589383e-16,C2H2FO4(1840) + HCO(14) <=> C2H2O4(1836) + CHFO(46),"{'C2H2O4(1836)': 1.0, 'CHFO(46)': 1.0}","{'C2H2FO4(1840)': 1.0, 'HCO(14)': 1.0}"
1564,-6.622945325402801e-16,O(4) + O[C]1OO1(661) <=> CHO4(413),{'CHO4(413)': 1.0},"{'O(4)': 1.0, 'O[C]1OO1(661)': 1.0}"
586,-6.334635342433255e-16,CHFO(46) + CO2(13) + HF(38) <=> CF2O(48) + CH2O2(153),"{'CF2O(48)': 1.0, 'CH2O2(153)': 1.0}","{'CHFO(46)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
2008,-6.216050540133985e-16,C2HO4(676) <=> CO3(202) + HCO(14),"{'CO3(202)': 1.0, 'HCO(14)': 1.0}",{'C2HO4(676)': 1.0}
591,-5.998212186768919e-16,CF2O(48) + CH2O2(153) <=> CFOOH(127) + CHFO(46),"{'CFOOH(127)': 1.0, 'CHFO(46)': 1.0}","{'CF2O(48)': 1.0, 'CH2O2(153)': 1.0}"
1124,-5.956608668742829e-16,CFO(50) + O2(149) <=> CO(12) + [O]OF(145),"{'CO(12)': 1.0, '[O]OF(145)': 1.0}","{'CFO(50)': 1.0, 'O2(149)': 1.0}"
1293,-5.869415749741946e-16,C2H2FO4(1840) + CFO(50) <=> C2H2O4(1836) + CF2O(48),"{'C2H2O4(1836)': 1.0, 'CF2O(48)': 1.0}","{'C2H2FO4(1840)': 1.0, 'CFO(50)': 1.0}"
1516,-5.837392660782394e-16,CHFO3(641) + H2O(7) <=> CH2O4(735) + HF(38),"{'CH2O4(735)': 1.0, 'HF(38)': 1.0}","{'CHFO3(641)': 1.0, 'H2O(7)': 1.0}"
1108,-5.561752891492272e-16,[CH]1OO1(152) <=> CO(12) + OH(5),"{'CO(12)': 1.0, 'OH(5)': 1.0}",{'[CH]1OO1(152)': 1.0}
868,-5.337699564218889e-16,O(4) + [O][C]1OO1(659) <=> CO3(195) + O(4),"{'CO3(195)': 1.0, 'O(4)': 1.0}","{'O(4)': 1.0, '[O][C]1OO1(659)': 1.0}"
1618,5.259924543773422e-16,CH2O(19) + CH2O3(316) <=> CHO2(157) + [O]CO(428),"{'CHO2(157)': 1.0, '[O]CO(428)': 1.0}","{'CH2O(19)': 1.0, 'CH2O3(316)': 1.0}"
1272,-5.201376935048871e-16,CFO(50) + CO2(13) <=> CFO2(178) + CO(12),"{'CFO2(178)': 1.0, 'CO(12)': 1.0}","{'CFO(50)': 1.0, 'CO2(13)': 1.0}"
416,5.18314470510361e-16,CHO3(238) + CO2(13) + HF(38) <=> CFO2(178) + CH2O3(316),"{'CFO2(178)': 1.0, 'CH2O3(316)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
1824,-5.167253827422136e-16,O(4) + OC1OO1(667) <=> OH(5) + O[C]1OO1(661),"{'OH(5)': 1.0, 'O[C]1OO1(661)': 1.0}","{'O(4)': 1.0, 'OC1OO1(667)': 1.0}"
1183,-4.837798702115769e-16,CHO3(238) + O[CH]O(970) <=> CH2O2(153) + CH2O3(316),"{'CH2O2(153)': 1.0, 'CH2O3(316)': 1.0}","{'CHO3(238)': 1.0, 'O[CH]O(970)': 1.0}"
1613,-4.770198627037802e-16,CFO2(178) + [O]CO(428) <=> CFOOH(127) + CH2O2(153),"{'CFOOH(127)': 1.0, 'CH2O2(153)': 1.0}","{'CFO2(178)': 1.0, '[O]CO(428)': 1.0}"
1070,-4.647383633828432e-16,CHO2(157) + CO2(13) <=> CHO2(157) + CO2(156),"{'CHO2(157)': 1.0, 'CO2(156)': 1.0}","{'CHO2(157)': 1.0, 'CO2(13)': 1.0}"
1907,-4.574197625008601e-16,CFOOH(127) + CO2(13) + HF(38) <=> CFO2(178) + O[C](O)F(765),"{'CFO2(178)': 1.0, 'O[C](O)F(765)': 1.0}","{'CFOOH(127)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
1822,-4.498538493758799e-16,F(37) + OC1OO1(667) <=> HF(38) + O[C]1OO1(661),"{'HF(38)': 1.0, 'O[C]1OO1(661)': 1.0}","{'F(37)': 1.0, 'OC1OO1(667)': 1.0}"
1133,-4.4216984761208325e-16,CHO2(157) + [O][C]1OO1(659) <=> CHO3(238) + CO2(13),"{'CHO3(238)': 1.0, 'CO2(13)': 1.0}","{'CHO2(157)': 1.0, '[O][C]1OO1(659)': 1.0}"
251,4.314810906006453e-16,CO3(658) + F(37) <=> CFO3(398),{'CFO3(398)': 1.0},"{'CO3(658)': 1.0, 'F(37)': 1.0}"
1929,-4.2219287184516783e-16,CFOOH(127) + HF(38) + O2(149) <=> O[C](O)F(765) + [O]OF(145),"{'O[C](O)F(765)': 1.0, '[O]OF(145)': 1.0}","{'CFOOH(127)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
1046,-4.203473423237403e-16,CO2(156) + O2(149) <=> CO4(180),{'CO4(180)': 1.0},"{'CO2(156)': 1.0, 'O2(149)': 1.0}"
1270,4.0330191489677047e-16,CO2(13) + O[CH]O(970) <=> CH2O3(316) + HCO(14),"{'CH2O3(316)': 1.0, 'HCO(14)': 1.0}","{'CO2(13)': 1.0, 'O[CH]O(970)': 1.0}"
261,-4.004530270856881e-16,CH2O(19) + CO2(13) <=> CH2(T)(17) + CO3(202),"{'CH2(T)(17)': 1.0, 'CO3(202)': 1.0}","{'CH2O(19)': 1.0, 'CO2(13)': 1.0}"
1643,3.8802621130925746e-16,O(4) + [O][C]1OO1(659) <=> O1OC12OO2(1041),{'O1OC12OO2(1041)': 1.0},"{'O(4)': 1.0, '[O][C]1OO1(659)': 1.0}"
1029,-3.866935103226329e-16,C2O5(1179) <=> CO2(156) + [O][C]1OO1(659),"{'CO2(156)': 1.0, '[O][C]1OO1(659)': 1.0}",{'C2O5(1179)': 1.0}
362,3.7921883032877335e-16,CHFO(46) + O2(149) <=> CFO2(178) + OH(5),"{'CFO2(178)': 1.0, 'OH(5)': 1.0}","{'CHFO(46)': 1.0, 'O2(149)': 1.0}"
736,-3.76311006946929e-16,CF2O(48) + O[C](F)F(869) <=> CFO(50) + OC(F)(F)F(2205),"{'CFO(50)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'O[C](F)F(869)': 1.0}"
1963,-3.7531206424557317e-16,C2HFO4(219) + CO2(13) <=> C2FO4(323) + CHO2(157),"{'C2FO4(323)': 1.0, 'CHO2(157)': 1.0}","{'C2HFO4(219)': 1.0, 'CO2(13)': 1.0}"
